timestamp,target,chosen,showing_time,rounded_d
2024-07-31 14:33:26.063,./static/0169/target.jpg,./static/0169/target.jpg,500,46.2
2024-07-31 14:33:35.668,./static/0018/target.jpg,./static/0018/target.jpg,500,36.7
2024-07-31 14:33:41.244,./static/0043/target.jpg,./static/0043/target.jpg,500,6.8
2024-07-31 14:33:48.918,./static/0132/target.jpg,./static/0132/target.jpg,500,3.6
2024-07-31 14:33:55.973,./static/0099/target.jpg,./static/0099/target.jpg,500,46.2
2024-07-31 14:34:01.641,./static/0117/target.jpg,./static/0117/target.jpg,500,29.4
2024-07-31 14:34:07.942,./static/0094/target.jpg,./static/0094/target.jpg,500,10.9
2024-07-31 14:34:13.198,./static/0115/target.jpg,./static/0115/target.jpg,500,16.3
2024-07-31 14:34:18.372,./static/0083/target.jpg,./static/0083/target.jpg,500,6.8
2024-07-31 14:34:25.791,./static/0006/target.jpg,./static/0006/target.jpg,500,21.7
2024-07-31 14:34:30.740,./static/0086/target.jpg,./static/0086/target.jpg,500,21.7
2024-07-31 14:34:36.693,./static/0019/target.jpg,./static/0019/target.jpg,500,46.2
2024-07-31 14:34:42.001,./static/0035/target.jpg,./static/0035/target.jpg,500,16.3
2024-07-31 14:34:47.767,./static/0082/target.jpg,./static/0082/test.jpg,500,3.6
2024-07-31 14:34:52.816,./static/0146/target.jpg,./static/0146/target.jpg,500,21.7
2024-07-31 14:34:57.490,./static/0015/target.jpg,./static/0015/target.jpg,500,16.3
2024-07-31 14:35:01.929,./static/0057/target.jpg,./static/0057/target.jpg,500,29.4
2024-07-31 14:35:06.378,./static/0079/target.jpg,./static/0079/target.jpg,500,46.2
2024-07-31 14:35:12.065,./static/0032/target.jpg,./static/0032/target.jpg,500,3.6
2024-07-31 14:35:27.973,./static/0131/target.jpg,./static/0131/target.jpg,500,1.6
2024-07-31 14:35:35.717,./static/0163/target.jpg,./static/0163/test.jpg,500,6.8
2024-07-31 14:35:41.484,./static/0131/target.jpg,./static/0131/test.jpg,500,1.6
2024-07-31 14:35:46.344,./static/0158/target.jpg,./static/0158/target.jpg,500,36.7
2024-07-31 14:35:50.965,./static/0107/target.jpg,./static/0107/target.jpg,500,29.4
2024-07-31 14:35:56.016,./static/0104/target.jpg,./static/0104/target.jpg,500,10.9
2024-07-31 14:36:00.990,./static/0063/target.jpg,./static/0063/test.jpg,500,6.8
2024-07-31 14:36:06.083,./static/0096/target.jpg,./static/0096/target.jpg,500,21.7
2024-07-31 14:36:10.723,./static/0126/target.jpg,./static/0126/target.jpg,500,21.7
2024-07-31 14:36:15.346,./static/0068/target.jpg,./static/0068/target.jpg,500,36.7
2024-07-31 14:36:20.488,./static/0035/target.jpg,./static/0035/target.jpg,500,16.3
