timestamp,target,chosen,showing_time,rounded_d
2024-08-02 16:47:49.512,./static/0142/target.jpg,./static/0142/target.jpg,500,3.6
2024-08-02 16:47:56.233,./static/0081/target.jpg,./static/0081/target.jpg,500,1.6
2024-08-02 16:48:03.666,./static/0091/target.jpg,./static/0091/target.jpg,500,1.6
2024-08-02 16:48:08.960,./static/0081/target.jpg,./static/0081/test.jpg,500,1.6
2024-08-02 16:48:13.861,./static/0085/target.jpg,./static/0085/target.jpg,500,16.3
2024-08-02 16:48:18.547,./static/0030/target.jpg,./static/0030/target.jpg,500,0
2024-08-02 16:48:23.217,./static/0020/target.jpg,./static/0020/target.jpg,500,0
2024-08-02 16:48:27.847,./static/0018/target.jpg,./static/0018/target.jpg,500,36.7
2024-08-02 16:48:32.510,./static/0167/target.jpg,./static/0167/target.jpg,500,29.4
2024-08-02 16:48:37.515,./static/0059/target.jpg,./static/0059/target.jpg,500,46.2
2024-08-02 16:48:42.369,./static/0087/target.jpg,./static/0087/target.jpg,500,29.4
2024-08-02 16:48:46.735,./static/0148/target.jpg,./static/0148/target.jpg,500,36.7
2024-08-02 16:48:51.245,./static/0052/target.jpg,./static/0052/target.jpg,500,3.6
2024-08-02 16:48:55.653,./static/0115/target.jpg,./static/0115/target.jpg,500,16.3
2024-08-02 16:49:00.396,./static/0073/target.jpg,./static/0073/test.jpg,500,6.8
2024-08-02 16:49:05.279,./static/0157/target.jpg,./static/0157/target.jpg,500,29.4
2024-08-02 16:49:09.508,./static/0037/target.jpg,./static/0037/target.jpg,500,29.4
2024-08-02 16:49:14.045,./static/0090/target.jpg,./static/0090/test.jpg,500,0
2024-08-02 16:49:18.401,./static/0119/target.jpg,./static/0119/target.jpg,500,46.2
2024-08-02 16:49:22.523,./static/0145/target.jpg,./static/0145/target.jpg,500,16.3
2024-08-02 16:49:27.745,./static/0057/target.jpg,./static/0057/target.jpg,500,29.4
2024-08-02 16:49:32.469,./static/0119/target.jpg,./static/0119/target.jpg,500,46.2
2024-08-02 16:49:38.071,./static/0112/target.jpg,./static/0112/target.jpg,500,3.6
2024-08-02 16:49:43.006,./static/0168/target.jpg,./static/0168/target.jpg,500,36.7
2024-08-02 16:49:47.360,./static/0058/target.jpg,./static/0058/target.jpg,500,36.7
2024-08-02 16:49:52.186,./static/0051/target.jpg,./static/0051/test.jpg,500,1.6
2024-08-02 16:49:56.684,./static/0098/target.jpg,./static/0098/target.jpg,500,36.7
2024-08-02 16:50:01.225,./static/0149/target.jpg,./static/0149/target.jpg,500,46.2
2024-08-02 16:50:06.059,./static/0090/target.jpg,./static/0090/test.jpg,500,0
2024-08-02 16:50:10.980,./static/0141/target.jpg,./static/0141/target.jpg,500,1.6
