timestamp,target,chosen,showing_time,rounded_d
2024-07-31 14:37:52.734,./static/0155/target.jpg,./static/0155/target.jpg,500,16.3
2024-07-31 14:38:00.993,./static/0056/target.jpg,./static/0056/target.jpg,500,21.7
2024-07-31 14:38:05.811,./static/0108/target.jpg,./static/0108/target.jpg,500,36.7
2024-07-31 14:38:10.740,./static/0035/target.jpg,./static/0035/target.jpg,500,16.3
2024-07-31 14:38:16.103,./static/0105/target.jpg,./static/0105/target.jpg,500,16.3
2024-07-31 14:38:21.130,./static/0051/target.jpg,./static/0051/test.jpg,500,1.6
2024-07-31 14:38:30.327,./static/0067/target.jpg,./static/0067/target.jpg,500,29.4
2024-07-31 14:38:34.608,./static/0137/target.jpg,./static/0137/target.jpg,500,29.4
2024-07-31 14:38:39.008,./static/0078/target.jpg,./static/0078/target.jpg,500,36.7
2024-07-31 14:38:43.325,./static/0153/target.jpg,./static/0153/target.jpg,500,6.8
2024-07-31 14:38:47.944,./static/0135/target.jpg,./static/0135/target.jpg,500,16.3
2024-07-31 14:38:52.336,./static/0035/target.jpg,./static/0035/target.jpg,500,16.3
2024-07-31 14:38:57.696,./static/0060/target.jpg,./static/0060/target.jpg,500,0
2024-07-31 14:39:02.007,./static/0088/target.jpg,./static/0088/target.jpg,500,36.7
2024-07-31 14:39:07.075,./static/0090/target.jpg,./static/0090/target.jpg,500,0
2024-07-31 14:39:11.353,./static/0058/target.jpg,./static/0058/target.jpg,500,36.7
2024-07-31 14:39:15.782,./static/0051/target.jpg,./static/0051/test.jpg,500,1.6
2024-07-31 14:39:20.005,./static/0099/target.jpg,./static/0099/target.jpg,500,46.2
2024-07-31 14:39:24.423,./static/0031/target.jpg,./static/0031/test.jpg,500,1.6
2024-07-31 14:39:28.567,./static/0137/target.jpg,./static/0137/target.jpg,500,29.4
2024-07-31 14:39:32.897,./static/0094/target.jpg,./static/0094/target.jpg,500,10.9
2024-07-31 14:39:37.061,./static/0093/target.jpg,./static/0093/target.jpg,500,6.8
2024-07-31 14:39:41.796,./static/0160/target.jpg,./static/0160/target.jpg,500,0
2024-07-31 14:39:45.874,./static/0057/target.jpg,./static/0057/target.jpg,500,29.4
2024-07-31 14:39:54.874,./static/0073/target.jpg,./static/0073/target.jpg,500,6.8
2024-07-31 14:40:00.368,./static/0081/target.jpg,./static/0081/target.jpg,500,1.6
2024-07-31 14:40:04.702,./static/0166/target.jpg,./static/0166/target.jpg,500,21.7
2024-07-31 14:40:11.540,./static/0081/target.jpg,./static/0081/target.jpg,500,1.6
2024-07-31 14:40:17.135,./static/0073/target.jpg,./static/0073/test.jpg,500,6.8
2024-07-31 14:40:22.334,./static/0003/target.jpg,./static/0003/test.jpg,500,6.8
