timestamp,target,chosen,showing_time,rounded_d
2024-07-30 12:38:03.438,./static/0108/target.jpg,./static/0108/target.jpg,500,36.7
2024-07-30 12:38:15.668,./static/0144/target.jpg,./static/0144/target.jpg,500,10.9
2024-07-30 12:38:20.656,./static/0060/target.jpg,./static/0060/target.jpg,500,0
2024-07-30 12:38:25.351,./static/0082/target.jpg,./static/0082/test.jpg,500,3.6
2024-07-30 12:38:29.768,./static/0030/target.jpg,./static/0030/target.jpg,500,0
2024-07-30 12:38:35.410,./static/0099/target.jpg,./static/0099/target.jpg,500,46.2
2024-07-30 12:38:40.635,./static/0040/target.jpg,./static/0040/target.jpg,500,0
2024-07-30 12:38:45.905,./static/0057/target.jpg,./static/0057/target.jpg,500,29.4
2024-07-30 12:38:51.719,./static/0121/target.jpg,./static/0121/test.jpg,500,1.6
2024-07-30 12:38:57.486,./static/0052/target.jpg,./static/0052/target.jpg,500,3.6
2024-07-30 12:39:05.871,./static/0062/target.jpg,./static/0062/target.jpg,500,3.6
2024-07-30 12:39:12.395,./static/0128/target.jpg,./static/0128/target.jpg,500,36.7
2024-07-30 12:39:17.106,./static/0136/target.jpg,./static/0136/target.jpg,500,21.7
2024-07-30 12:39:21.808,./static/0168/target.jpg,./static/0168/target.jpg,500,36.7
2024-07-30 12:39:27.961,./static/0101/target.jpg,./static/0101/test.jpg,500,1.6
2024-07-30 12:39:32.652,./static/0138/target.jpg,./static/0138/target.jpg,500,36.7
2024-07-30 12:39:37.584,./static/0023/target.jpg,./static/0023/test.jpg,500,6.8
2024-07-30 12:39:42.983,./static/0025/target.jpg,./static/0025/test.jpg,500,16.3
2024-07-30 12:39:47.906,./static/0075/target.jpg,./static/0075/target.jpg,500,16.3
2024-07-30 12:39:52.782,./static/0074/target.jpg,./static/0074/target.jpg,500,10.9
2024-07-30 12:39:57.700,./static/0166/target.jpg,./static/0166/target.jpg,500,21.7
2024-07-30 12:40:05.814,./static/0162/target.jpg,./static/0162/test.jpg,500,3.6
2024-07-30 12:40:14.052,./static/0163/target.jpg,./static/0163/test.jpg,500,6.8
2024-07-30 12:40:22.186,./static/0120/target.jpg,./static/0120/test.jpg,500,0
2024-07-30 12:40:28.317,./static/0059/target.jpg,./static/0059/target.jpg,500,46.2
2024-07-30 12:40:44.811,./static/0153/target.jpg,./static/0153/target.jpg,500,6.8
2024-07-30 12:40:50.082,./static/0126/target.jpg,./static/0126/target.jpg,500,21.7
2024-07-30 12:40:56.800,./static/0131/target.jpg,./static/0131/test.jpg,500,1.6
2024-07-30 12:41:02.715,./static/0093/target.jpg,./static/0093/target.jpg,500,6.8
2024-07-30 12:41:07.759,./static/0064/target.jpg,./static/0064/target.jpg,500,10.9
