timestamp,target,chosen,showing_time,rounded_d
2024-07-30 14:20:26.477,./static/0158/target.jpg,./static/0158/target.jpg,500,36.7
2024-07-30 14:20:34.637,./static/0111/target.jpg,./static/0111/target.jpg,500,1.6
2024-07-30 14:20:39.411,./static/0077/target.jpg,./static/0077/target.jpg,500,29.4
2024-07-30 14:20:44.044,./static/0092/target.jpg,./static/0092/test.jpg,500,3.6
2024-07-30 14:20:49.232,./static/0083/target.jpg,./static/0083/target.jpg,500,6.8
2024-07-30 14:20:54.232,./static/0159/target.jpg,./static/0159/target.jpg,500,46.2
2024-07-30 14:20:59.032,./static/0075/target.jpg,./static/0075/target.jpg,500,16.3
2024-07-30 14:21:04.532,./static/0166/target.jpg,./static/0166/test.jpg,500,21.7
2024-07-30 14:21:10.612,./static/0125/target.jpg,./static/0125/target.jpg,500,16.3
2024-07-30 14:21:15.569,./static/0110/target.jpg,./static/0110/test.jpg,500,0
2024-07-30 14:21:20.246,./static/0156/target.jpg,./static/0156/target.jpg,500,21.7
2024-07-30 14:21:26.547,./static/0031/target.jpg,./static/0031/target.jpg,500,1.6
2024-07-30 14:21:31.473,./static/0125/target.jpg,./static/0125/target.jpg,500,16.3
2024-07-30 14:21:36.877,./static/0111/target.jpg,./static/0111/test.jpg,500,1.6
2024-07-30 14:21:42.068,./static/0007/target.jpg,./static/0007/target.jpg,500,29.4
2024-07-30 14:21:47.281,./static/0136/target.jpg,./static/0136/target.jpg,500,21.7
2024-07-30 14:21:51.906,./static/0077/target.jpg,./static/0077/target.jpg,500,29.4
2024-07-30 14:21:56.645,./static/0115/target.jpg,./static/0115/target.jpg,500,16.3
2024-07-30 14:22:01.104,./static/0046/target.jpg,./static/0046/target.jpg,500,21.7
2024-07-30 14:22:05.724,./static/0057/target.jpg,./static/0057/target.jpg,500,29.4
2024-07-30 14:22:10.509,./static/0022/target.jpg,./static/0022/test.jpg,500,3.6
2024-07-30 14:22:15.381,./static/0043/target.jpg,./static/0043/target.jpg,500,6.8
2024-07-30 14:22:20.324,./static/0092/target.jpg,./static/0092/target.jpg,500,3.6
2024-07-30 14:22:28.115,./static/0093/target.jpg,./static/0093/target.jpg,500,6.8
2024-07-30 14:22:32.952,./static/0159/target.jpg,./static/0159/target.jpg,500,46.2
2024-07-30 14:22:38.054,./static/0125/target.jpg,./static/0125/target.jpg,500,16.3
2024-07-30 14:22:43.265,./static/0015/target.jpg,./static/0015/target.jpg,500,16.3
2024-07-30 14:22:47.867,./static/0058/target.jpg,./static/0058/target.jpg,500,36.7
2024-07-30 14:22:52.735,./static/0053/target.jpg,./static/0053/target.jpg,500,6.8
2024-07-30 14:22:57.664,./static/0024/target.jpg,./static/0024/target.jpg,500,10.9
